T14,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
212,Dominica,1995,Balance of Payments: Financial account (millions of US dollars),-34,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
212,Dominica,2010,Balance of Payments: Financial account (millions of US dollars),-54,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
212,Dominica,2015,Balance of Payments: Financial account (millions of US dollars),24,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
212,Dominica,2018,Balance of Payments: Financial account (millions of US dollars),-114,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,1985,Balance of Payments: Current account (millions of US dollars),-108,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,1995,Balance of Payments: Current account (millions of US dollars),-183,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2010,Balance of Payments: Current account (millions of US dollars),"-4,024",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2015,Balance of Payments: Current account (millions of US dollars),"-1,280",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2018,Balance of Payments: Current account (millions of US dollars),"-1,322",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2019,Balance of Payments: Current account (millions of US dollars),"-1,188",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2020,Balance of Payments: Current account (millions of US dollars),"-1,541",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,1995,Balance of Payments: Capital account (millions of US dollars),1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2010,Balance of Payments: Capital account (millions of US dollars),4,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2015,Balance of Payments: Capital account (millions of US dollars),"2,089",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2018,Balance of Payments: Capital account (millions of US dollars),2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2019,Balance of Payments: Capital account (millions of US dollars),1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2020,Balance of Payments: Capital account (millions of US dollars),1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,1985,Balance of Payments: Financial account (millions of US dollars),48,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,1995,Balance of Payments: Financial account (millions of US dollars),-107,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2010,Balance of Payments: Financial account (millions of US dollars),"-4,983",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2015,Balance of Payments: Financial account (millions of US dollars),-737,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2018,Balance of Payments: Financial account (millions of US dollars),"-2,235",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2019,Balance of Payments: Financial account (millions of US dollars),"-2,011",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
214,Dominican Republic,2020,Balance of Payments: Financial account (millions of US dollars),"-2,107",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,1985,Balance of Payments: Current account (millions of US dollars),76,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,1995,Balance of Payments: Current account (millions of US dollars),"-1,000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2010,Balance of Payments: Current account (millions of US dollars),"-1,582",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2015,Balance of Payments: Current account (millions of US dollars),"-2,221",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2018,Balance of Payments: Current account (millions of US dollars),"-1,333",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2019,Balance of Payments: Current account (millions of US dollars),-59,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2020,Balance of Payments: Current account (millions of US dollars),"2,474",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,1995,Balance of Payments: Capital account (millions of US dollars),"2,078",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2010,Balance of Payments: Capital account (millions of US dollars),105,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2015,Balance of Payments: Capital account (millions of US dollars),-49,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2018,Balance of Payments: Capital account (millions of US dollars),-175,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2019,Balance of Payments: Capital account (millions of US dollars),84,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2020,Balance of Payments: Capital account (millions of US dollars),"1,847",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,1985,Balance of Payments: Financial account (millions of US dollars),244,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,1995,Balance of Payments: Financial account (millions of US dollars),645,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2010,Balance of Payments: Financial account (millions of US dollars),"-1,581",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2015,Balance of Payments: Financial account (millions of US dollars),"-2,232",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2018,Balance of Payments: Financial account (millions of US dollars),"-1,712",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2019,Balance of Payments: Financial account (millions of US dollars),45,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
218,Ecuador,2020,Balance of Payments: Financial account (millions of US dollars),"4,461",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
818,Egypt,1985,Balance of Payments: Current account (millions of US dollars),"-1,816",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
818,Egypt,1995,Balance of Payments: Current account (millions of US dollars),-254,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
818,Egypt,2010,Balance of Payments: Current account (millions of US dollars),"-4,504",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
818,Egypt,2015,Balance of Payments: Current account (millions of US dollars),"-17,243",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
818,Egypt,2018,Balance of Payments: Current account (millions of US dollars),"-7,698",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
